Financial Year,Coin,Date,Description,Type,Qty Change,Value (ZAR),Unit Cost (ZAR) / Unit Cost Value,Lot Reference,Pool
FY2022,ETH,2021-05-10 11:11:25,Trading fee,out_fee_buy_for_other,-0.00001551,0.93,0.93,,out_fee_buy_for_other
FY2022,ETH,2021-05-10 11:11:25,"Bought 0.01551 ETH/ZAR @ 60,426",in_buy_for_other,0.01551,937.2,60425.5319148936170213,in_buy_for_other_d795544d3a9a32,in_buy_for_other
FY2022,LTC,2021-05-10 13:25:26,"Bought 0.30 LTC/ZAR @ 5,589",in_buy_for_other,0.3,1676.7,5589,in_buy_for_other_9362e95e3df5c9,in_buy_for_other
FY2022,XBT,2021-05-10 16:51:54,"Bought 0.000641 BTC/ZAR @ 841,000",in_buy_for_other,0.000641,539.08,840998.4399375975039002,in_buy_for_other_bb4af23ba97986,in_buy_for_other
FY2022,LTC,2021-05-10 19:18:22,Litecoin send fee,out_other,-0.00001477,0.08,0.08,,out_other
FY2022,LTC,2021-05-10 19:18:22,Sent Litecoin to Laroz6vbuFzi3EgjgsbHfxwEgUisgTj8eQ,out_other,-0.1,578.94,578.94,,out_other
FY2022,LTC,2021-05-10 20:02:09,Sent Litecoin to Laroz6vbuFzi3EgjgsbHfxwEgUisgTj8eQ,out_other,-1.67404034,9390.42,9390.42,,out_other
FY2022,LTC,2021-05-10 20:02:09,Litecoin send fee,out_other,-0.00001477,0.08,0.08,,out_other
FY2022,LTC,2021-05-10 20:47:05,Litecoin send fee,out_other,-0.00001477,0.08,0.08,,out_other
FY2022,LTC,2021-05-10 20:47:05,Sent Litecoin to M8NBgkHKmv2EDFhz8QMogJVTQq5SKs2fmR,out_other,-0.17639445,995.74,995.74,,out_other
FY2022,LTC,2021-05-10 22:05:08,"Bought 0.25 LTC/ZAR @ 5,421",in_buy_for_other,0.25,1355.25,5421,in_buy_for_other_de4c92dc139e58,in_buy_for_other
FY2022,LTC,2021-05-11 00:14:38,Sent Litecoin to MTk2iYaLm6xcAwaNt7g2QEwfq1scsWDmMF,out_other,-1.61067714,8994.78,8994.78,,out_other
FY2022,LTC,2021-05-11 00:14:38,Litecoin send fee,out_other,-0.00001477,0.08,0.08,,out_other
FY2022,ETH,2021-05-11 02:32:41,Sent Ethereum to 0x1C5fEFB2FBaf17449253a9ce721B2f4eFd211c8D,out_other,-0.01697147,1015.87,1015.87,,out_other
FY2022,ETH,2021-05-11 02:32:41,Ethereum send fee,out_other,-0.01691,1012.19,1012.19,,out_other
FY2022,LTC,2021-05-12 06:02:34,Trading fee,out_fee_buy,-0.00025,1.43,1.43,,out_fee_buy
FY2022,LTC,2021-05-12 18:46:45,"Bought 0.50 LTC/ZAR @ 5,101",in_buy_for_other,0.5,2550.5,5101,in_buy_for_other_5b9b92869d5549,in_buy_for_other
FY2022,ETH,2021-05-12 21:37:54,Trading fee,out_fee_buy,-0.00005,2.98,2.98,,out_fee_buy
FY2022,LTC,2021-05-12 22:29:38,Sent Litecoin to Laroz6vbuFzi3EgjgsbHfxwEgUisgTj8eQ,out_other,-1.71031778,8957.65,8957.65,,out_other
FY2022,LTC,2021-05-12 22:29:38,Litecoin send fee,out_other,-0.00001477,0.07,0.07,,out_other
FY2022,XBT,2021-05-13 01:38:53,"Bought 0.002 BTC/ZAR @ 751,000",in_buy_for_other,0.002,1502,751000,in_buy_for_other_58c43e0c3fba2a,in_buy_for_other
FY2022,XBT,2021-05-13 01:58:53,"Bought 0.000897 BTC/ZAR @ 731,000",in_buy_for_other,0.000897,655.7,730992.1962095875139353,in_buy_for_other_5a1cfa6402cb84,in_buy_for_other
FY2022,LTC,2021-05-13 06:02:57,Trading fee,out_fee_buy,-0.0005,2.41,2.41,,out_fee_buy
FY2022,XRP,2021-05-13 11:33:39,Trading fee,out_fee_buy,-0.15,2.85,2.85,,out_fee_buy
FY2022,LTC,2021-05-13 18:54:44,"Bought 0.4624 LTC/ZAR @ 4,511",in_buy_for_other,0.4624,2085.88,4510.986159169550173,in_buy_for_other_e896395c76d21f,in_buy_for_other
FY2022,XBT,2021-05-13 20:38:04,"Bought 0.003 BTC/ZAR @ 683,000",in_buy_for_other,0.003,2049,683000,in_buy_for_other_ef60ea4cb64cc1,in_buy_for_other
FY2022,LTC,2021-05-15 12:15:49,"Bought 0.1155 LTC/ZAR @ 4,620",in_buy_for_other,0.1155,533.61,4620,in_buy_for_other_1b4beabce04670,in_buy_for_other
FY2022,LTC,2021-05-15 12:16:23,"Bought 0.1845 LTC/ZAR @ 4,620",in_buy_for_other,0.1845,852.39,4620,in_buy_for_other_694301ba319966,in_buy_for_other
FY2022,XRP,2021-05-15 17:09:03,Trading fee,out_fee_sell,-0.005,0.1,0.1,,out_fee_sell
FY2022,XRP,2021-05-15 17:09:03,Trading fee,out_fee_sell,-0.165,3.61,3.61,,out_fee_sell
FY2022,XRP,2021-05-15 17:09:03,Trading fee,out_fee_sell,-0.03,0.65,0.65,,out_fee_sell
FY2022,LTC,2021-05-15 18:17:42,Litecoin send fee,out_other,-0.00001477,0.06,0.06,,out_other
FY2022,LTC,2021-05-15 18:17:42,Sent Litecoin to Laroz6vbuFzi3EgjgsbHfxwEgUisgTj8eQ,out_other,-2.18151462,10016.09,10016.09,,out_other
FY2022,LTC,2021-05-15 20:49:36,Trading fee,out_fee_buy,-0.0005,2.27,2.27,,out_fee_buy
FY2022,LTC,2021-05-15 21:29:40,Litecoin send fee,out_other,-0.00001477,0.06,0.06,,out_other
FY2022,LTC,2021-05-15 21:29:40,First LTC payment to KUcoin,out_other,-0.22334672,993.68,993.68,,out_other
FY2022,LTC,2021-05-15 22:25:29,Second payment to Kucoin R2000,out_other,-0.43633611,2001.91,2001.91,,out_other
FY2022,LTC,2021-05-15 22:25:29,Litecoin send fee,out_other,-0.00001477,0.06,0.06,,out_other
FY2022,XBT,2021-05-16 21:54:44,"Bought 0.002 BTC/ZAR @ 663,000",in_buy_for_other,0.002,1326,663000,in_buy_for_other_6f9efcd5494700,in_buy_for_other
FY2022,LTC,2021-05-17 06:06:36,"Bought 0.50 LTC/ZAR @ 3,988",in_buy_for_other,0.5,1994,3988,in_buy_for_other_8c108e9ae87311,in_buy_for_other
FY2022,BCH,2021-05-17 07:56:50,Trading fee,out_fee_buy,-0.0002,3.02,3.02,,out_fee_buy
FY2022,XBT,2021-05-17 07:56:50,Bought 0.20 BCH/BTC @ 0.02406,out_other,-0.004812,3023.22836,3023.22836,,out_other
FY2022,LTC,2021-05-17 08:14:45,Litecoin send fee,out_other,-0.00001477,0.06,0.06,,out_other
FY2022,LTC,2021-05-17 08:14:45,3rd payment to Kucoin,out_other,-1.65296019,6968.62,6968.62,,out_other
FY2022,BCH,2021-05-17 08:26:13,Trading fee,out_fee_buy,-0.00005,0.8,0.8,,out_fee_buy
FY2022,BCH,2021-05-17 08:26:13,Trading fee,out_fee_buy,-0.00009,1.45,1.45,,out_fee_buy
FY2022,XBT,2021-05-17 08:26:13,Bought 0.09 BCH/BTC @ 0.024357,out_other,-0.00219213,1455.99823,1455.99823,,out_other
FY2022,XBT,2021-05-17 08:26:13,Bought 0.05 BCH/BTC @ 0.024356,out_other,-0.0012178,808.8879,808.8879,,out_other
FY2022,XBT,2021-05-17 08:26:14,Bought 0.05 BCH/BTC @ 0.024366,out_other,-0.0012183,808.8879,808.8879,,out_other
FY2022,XBT,2021-05-17 08:26:15,Bought 0.01 BCH/BTC @ 0.024366,out_other,-0.00024366,161.77758,161.77758,,out_other
FY2022,XBT,2021-05-17 17:32:46,Bought 0.20 BCH/BTC @ 0.023961,out_other,-0.0047922,3131.14876,3131.14876,,out_other
FY2022,XBT,2021-05-18 21:33:03,Trading fee,out_fee_sell,-0.000002,1.24,1.24,,out_fee_sell
FY2022,XBT,2021-05-19 06:07:33,Trading fee,out_fee_buy,-0.000002,1.18,1.18,,out_fee_buy
FY2022,XBT,2021-05-19 06:26:49,"Bought 0.002 BTC/ZAR @ 562,000",in_buy_for_other,0.002,1124,562000,in_buy_for_other_c60e9e8c53b3f6,in_buy_for_other
FY2022,ETH,2021-05-19 06:41:28,Trading fee,out_fee_buy,-0.00005,2.15,2.15,,out_fee_buy
FY2022,XBT,2021-05-19 06:58:11,Bought 0.49 BCH/BTC @ 0.023858,out_other,-0.01169042,6515.85432,6515.85432,,out_other
FY2022,XBT,2021-05-19 06:58:11,Bought 0.01 BCH/BTC @ 0.023858,out_other,-0.00023858,132.97661,132.97661,,out_other
FY2022,LTC,2021-05-19 07:03:41,Trading fee,out_fee_buy,-0.0002134,0.81,0.81,,out_fee_buy
FY2022,LTC,2021-05-19 07:08:42,Trading fee,out_fee_buy,-0.001,3.88,3.88,,out_fee_buy
FY2022,ETH,2021-05-19 07:18:15,Trading fee,out_fee_buy,-0.0000158,0.68,0.68,,out_fee_buy
FY2022,ETH,2021-05-19 07:18:15,Trading fee,out_fee_buy,-0.00000048,0.02,0.02,,out_fee_buy
FY2022,LTC,2021-05-19 12:06:53,Trading fee,out_fee_buy_for_other,-0.0009875,3.82,3.82,,out_fee_buy_for_other
FY2022,LTC,2021-05-19 12:06:53,"Bought 0.9875 LTC/ZAR @ 3,869",in_buy_for_other,0.9875,3820.63,3868.9924050632911392,in_buy_for_other_201048828dffdc,in_buy_for_other
FY2022,LTC,2021-05-19 12:06:53,Trading fee,out_fee_buy,-0.0003252,1.26,1.26,,out_fee_buy
FY2022,LTC,2021-05-19 12:12:04,Sent Litecoin to MDqbAfCvbeaPWDm2F26vXy67cbk5yaYNc2,out_other,-1.29477855,4985.54,4985.54,,out_other
FY2022,LTC,2021-05-19 12:12:04,Litecoin send fee,out_other,-0.00001477,0.05,0.05,,out_other
FY2022,XBT,2021-05-19 13:30:51,Bought 0.04 BCH/BTC @ 0.0225,out_other,-0.0009,497.2,497.2,,out_other
FY2022,ETH,2021-05-19 14:03:45,Trading fee,out_fee_buy,-0.00012631,4.47,4.47,,out_fee_buy
FY2022,LTC,2021-05-19 14:49:11,Trading fee,out_fee_buy,-0.0011144,3.01,3.01,,out_fee_buy
FY2022,XBT,2021-05-19 15:03:14,Trading fee,out_fee_buy,-0.00001,4.88,4.88,,out_fee_buy
FY2022,XRP,2021-05-21 23:15:21,Trading fee,out_fee_buy,-0.245,3.24,3.24,,out_fee_buy
FY2022,XRP,2021-05-21 23:29:29,Trading fee,out_fee_buy,-0.2,2.77,2.77,,out_fee_buy
FY2022,XRP,2021-05-21 23:42:44,Trading fee,out_fee_buy,-0.023,0.32,0.32,,out_fee_buy
FY2022,LTC,2021-05-21 23:46:15,Trading fee,out_fee_buy,-0.0001219,0.31,0.31,,out_fee_buy
FY2022,LTC,2021-05-23 09:50:00,"Bought 1.00 LTC/ZAR @ 2,315",in_buy_for_other,1,2315,2315,in_buy_for_other_0b5be433fa42e3,in_buy_for_other
FY2022,LTC,2021-05-23 10:16:05,"Bought 1.00 LTC/ZAR @ 2,255",in_buy_for_other,1,2255,2255,in_buy_for_other_e1b6f2aa5816eb,in_buy_for_other
FY2022,LTC,2021-05-25 14:50:41,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,LTC,2021-05-25 14:50:41,Luno to Kucoin,out_other,-4.06928075,10076.88,10076.88,,out_other
FY2022,LTC,2021-05-30 04:38:11,Sent Litecoin to MDqbAfCvbeaPWDm2F26vXy67cbk5yaYNc2,out_other,-4.28596249,9992.3,9992.3,,out_other
FY2022,LTC,2021-05-30 04:38:11,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,XBT,2021-06-14 14:23:15,Trading fee,out_fee_sell,-0.000005,2.77,2.77,,out_fee_sell
FY2022,ETH,2021-06-28 22:22:58,Trading fee,out_fee_sell,-0.00005,1.54,1.54,,out_fee_sell
FY2022,ETH,2021-06-28 23:57:54,Trading fee,out_fee_sell,-0.00005,1.56,1.56,,out_fee_sell
FY2022,XBT,2021-06-29 08:58:07,Trading fee,out_fee_sell,-0.000005,2.58,2.58,,out_fee_sell
FY2022,ETH,2021-07-04 22:05:42,Trading fee,out_fee_sell,-0.00007,2.38,2.38,,out_fee_sell
FY2022,XRP,2021-07-17 01:00:32,Trading fee,out_fee_buy,-0.271,2.37,2.37,,out_fee_buy
FY2022,XRP,2021-07-17 01:05:09,Trading fee,out_fee_buy,-0.195,1.71,1.71,,out_fee_buy
FY2022,XRP,2021-07-17 05:10:53,Trading fee,out_fee_buy,-0.041,0.34,0.34,,out_fee_buy
FY2022,XRP,2021-07-26 07:46:03,Trading fee,out_fee_sell,-0.15,1.48,1.48,,out_fee_sell
FY2022,XRP,2021-07-28 09:38:18,Trading fee,out_fee_sell,-0.15,1.6,1.6,,out_fee_sell
FY2022,XRP,2021-07-28 09:39:32,Trading fee,out_fee_sell,-0.15,1.62,1.62,,out_fee_sell
FY2022,XRP,2021-09-08 10:12:46,Trading fee,out_fee_buy,-0.1,1.59,1.59,,out_fee_buy
FY2022,XRP,2021-09-08 10:22:12,Trading fee,out_fee_buy,-0.1,1.54,1.54,,out_fee_buy
FY2022,XRP,2021-09-08 10:25:03,Trading fee,out_fee_buy,-0.1,1.53,1.53,,out_fee_buy
FY2022,XRP,2021-09-20 06:01:57,Trading fee,out_fee_buy,-0.037,0.55,0.55,,out_fee_buy
FY2022,XRP,2021-09-20 13:30:25,Trading fee,out_fee_buy,-0.1,1.4,1.4,,out_fee_buy
FY2022,ETH,2021-09-20 13:36:23,Trading fee,out_fee_buy,-0.00005,2.35,2.35,,out_fee_buy
FY2022,LTC,2021-09-20 14:44:22,Trading fee,out_fee_buy,-0.0000001,0,0,,out_fee_buy
FY2022,XRP,2021-10-01 13:14:33,Trading fee,out_fee_sell,-0.261,4.05,4.05,,out_fee_sell
FY2022,XRP,2021-10-01 13:14:33,Trading fee,out_fee_sell,-0.039,0.6,0.6,,out_fee_sell
FY2022,ETH,2021-10-08 17:07:45,Trading fee,out_fee_sell,-0.00000255,0.14,0.14,,out_fee_sell
FY2022,ETH,2021-11-02 12:12:59,Trading fee,out_fee_sell,-0.00005,3.41,3.41,,out_fee_sell
FY2022,LTC,2021-11-11 06:30:17,Trading fee,out_fee_buy,-0.00005,0.2,0.2,,out_fee_buy
FY2022,LTC,2021-12-02 05:58:55,Litecoin send fee,out_other,-0.00001477,0.04,0.04,,out_other
FY2022,LTC,2021-12-02 05:58:55,Transfer to Kucoin,out_other,-2,6627.3,6627.3,,out_other
FY2022,LTC,2021-12-02 10:27:08,Transfer to Kucoin,out_other,-1,3319.84,3319.84,,out_other
FY2022,LTC,2021-12-02 10:27:08,Litecoin send fee,out_other,-0.00001477,0.04,0.04,,out_other
FY2022,LTC,2021-12-02 15:29:59,"Bought 0.646 LTC/ZAR @ 3,270",in_buy_for_other,0.646,2112.42,3270,in_buy_for_other_a343afe72a42a6,in_buy_for_other
FY2022,LTC,2021-12-03 04:52:58,"Bought 0.2491 LTC/ZAR @ 3,270",in_buy_for_other,0.2491,814.55,3269.9718988358089121,in_buy_for_other_6ddc6c4bcf60a4,in_buy_for_other
FY2022,LTC,2021-12-03 08:59:16,Litecoin send fee,out_other,-0.00001477,0.04,0.04,,out_other
FY2022,LTC,2021-12-03 08:59:16,Transfer to Kucoin,out_other,-3,9932.06,9932.06,,out_other
FY2022,LTC,2021-12-03 22:45:57,Kucoin,out_other,-4.34364147,13248.52,13248.52,,out_other
FY2022,LTC,2021-12-03 22:45:57,Litecoin send fee,out_other,-0.00001477,0.04,0.04,,out_other
FY2022,LTC,2021-12-04 06:54:22,"Bought 0.5595 LTC/ZAR @ 2,857",in_buy_for_other,0.5595,1598.49,2856.9973190348525469,in_buy_for_other_024e683953689d,in_buy_for_other
FY2022,LTC,2021-12-04 07:19:31,Sent Litecoin to MDqbAfCvbeaPWDm2F26vXy67cbk5yaYNc2,out_other,-3.99998523,10519.87,10519.87,,out_other
FY2022,LTC,2021-12-04 07:19:31,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,LTC,2021-12-04 09:13:52,"Bought 2.00 LTC/ZAR @ 2,507",in_buy_for_other,2,5014,2507,in_buy_for_other_ee68f65e94368f,in_buy_for_other
FY2022,LTC,2021-12-04 09:13:52,Trading fee,out_fee_buy_for_other,-0.002,5.01,5.01,,out_fee_buy_for_other
FY2022,LTC,2021-12-04 09:19:38,Sent Litecoin to MDqbAfCvbeaPWDm2F26vXy67cbk5yaYNc2,out_other,-1.99798523,5052,5052,,out_other
FY2022,LTC,2021-12-04 09:19:38,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,LTC,2021-12-05 02:34:37,"Bought 2.00 LTC/ZAR @ 2,675",in_buy_for_other,2,5350,2675,in_buy_for_other_a0d025066111fc,in_buy_for_other
FY2022,LTC,2021-12-05 11:33:05,Transfer to Kucoin,out_other,-3.99998523,10617.23,10617.23,,out_other
FY2022,LTC,2021-12-05 11:33:05,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,LTC,2021-12-10 13:52:21,Trading fee,out_fee_buy,-0.00037,0.93,0.93,,out_fee_buy
FY2022,LTC,2021-12-10 13:52:22,"Bought 0.63 LTC/ZAR @ 2,523",in_buy_for_other,0.63,1589.49,2523,in_buy_for_other_f555d56674147a,in_buy_for_other
FY2022,LTC,2021-12-10 13:57:36,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,LTC,2021-12-10 13:57:36,Send to Kucoin,out_other,-2.76191523,6971.28,6971.28,,out_other
FY2022,LTC,2021-12-10 16:58:25,"Bought 0.7394 LTC/ZAR @ 2,480",in_buy_for_other,0.7394,1833.71,2479.9972951041384907,in_buy_for_other_f2d9ecc122fb4f,in_buy_for_other
FY2022,LTC,2021-12-11 10:27:48,Kucoin deposit,out_other,-3.99998523,10081.5,10081.5,,out_other
FY2022,LTC,2021-12-11 10:27:48,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,LTC,2021-12-13 17:20:23,"Bought 2.2685 LTC/ZAR @ 2,420",in_buy_for_other,2.2685,5489.77,2420,in_buy_for_other_bdf99d6fe59006,in_buy_for_other
FY2022,LTC,2021-12-13 17:34:23,Kucoin deposit,out_other,-6.71328523,16185.97,16185.97,,out_other
FY2022,LTC,2021-12-13 17:34:23,Litecoin send fee,out_other,-0.00001477,0.03,0.03,,out_other
FY2022,XRP,2021-12-21 21:38:16,Trading fee,out_fee_sell,-0.015,0.22,0.22,,out_fee_sell
FY2022,XRP,2021-12-21 21:38:17,Trading fee,out_fee_sell,-0.006,0.08,0.08,,out_fee_sell
FY2022,XRP,2021-12-21 21:50:23,Trading fee,out_fee_sell,-0.005,0.07,0.07,,out_fee_sell
FY2022,XRP,2021-12-21 21:50:23,Trading fee,out_fee_sell,-0.013,0.19,0.19,,out_fee_sell
FY2022,XRP,2021-12-21 21:50:23,Trading fee,out_fee_sell,-0.135,1.99,1.99,,out_fee_sell
